cline,p,att,rep,group,Exp,dose,ncells,scene,ncolonies,pe,token,group_id
U87,,10,r10,B20,r06,2,100,46,5,0.05,U87_B20_2,5
U87,,10,r10,FBS,r06,2,100,47,5,0.05,U87_FBS_2,2
QNS120,19,15,r15,CTRL,r01,0,200,1,15,0.075,QNS120_CTRL_0,1
QNS120,19,15,r15,FBS,r01,0,200,2,23,0.115,QNS120_FBS_0,2
QNS120,19,15,r15,E20,r01,0,200,3,25,0.125,QNS120_E20_0,3
QNS120,19,15,r15,E100,r01,0,200,4,14,0.07,QNS120_E100_0,4
QNS120,19,15,r15,B20,r01,0,200,5,15,0.075,QNS120_B20_0,5
QNS120,19,15,r15,B100,r01,0,200,6,1,0.005,QNS120_B100_0,6
QNS120,19,15,r15,S20,r01,0,200,7,17,0.085,QNS120_S20_0,7
QNS120,19,15,r15,S100,r01,0,200,8,9,0.045,QNS120_S100_0,8
QNS120,19,15,r15,S100,r02,0,200,9,7,0.035,QNS120_S100_0,8
QNS120,19,15,r15,S20,r02,0,200,10,26,0.13,QNS120_S20_0,7
QNS120,19,15,r15,B100,r02,0,200,11,8,0.04,QNS120_B100_0,6
QNS120,19,15,r15,B20,r02,0,200,12,11,0.055,QNS120_B20_0,5
QNS120,19,15,r15,E100,r02,0,200,13,17,0.085,QNS120_E100_0,4
QNS120,19,15,r15,E20,r02,0,200,14,27,0.135,QNS120_E20_0,3
QNS120,19,15,r15,FBS,r02,0,200,15,22,0.11,QNS120_FBS_0,2
QNS120,19,15,r15,CTRL,r02,0,200,16,16,0.08,QNS120_CTRL_0,1
QNS120,19,15,r15,CTRL,r03,0,200,17,13,0.065,QNS120_CTRL_0,1
QNS120,19,15,r15,FBS,r03,0,200,18,29,0.145,QNS120_FBS_0,2
QNS120,19,15,r15,E20,r03,0,200,19,25,0.125,QNS120_E20_0,3
QNS120,19,15,r15,E100,r03,0,200,20,21,0.105,QNS120_E100_0,4
QNS120,19,15,r15,B20,r03,0,200,21,10,0.05,QNS120_B20_0,5
QNS120,19,15,r15,B100,r03,0,200,22,5,0.025,QNS120_B100_0,6
QNS120,19,15,r15,S20,r03,0,200,23,19,0.095,QNS120_S20_0,7
QNS120,19,15,r15,S100,r03,0,200,24,5,0.025,QNS120_S100_0,8
QNS120,19,15,r15,S100,r04,0,200,25,9,0.045,QNS120_S100_0,8
QNS120,19,15,r15,S20,r04,0,200,26,22,0.11,QNS120_S20_0,7
QNS120,19,15,r15,B100,r04,0,200,27,6,0.03,QNS120_B100_0,6
QNS120,19,15,r15,B20,r04,0,200,28,17,0.085,QNS120_B20_0,5
QNS120,19,15,r15,E100,r04,0,200,29,22,0.11,QNS120_E100_0,4
QNS120,19,15,r15,E20,r04,0,200,30,23,0.115,QNS120_E20_0,3
QNS120,19,15,r15,FBS,r04,0,200,31,27,0.135,QNS120_FBS_0,2
QNS120,19,15,r15,CTRL,r04,0,200,32,15,0.075,QNS120_CTRL_0,1
QNS120,19,15,r15,CTRL,r05,0,200,33,18,0.09,QNS120_CTRL_0,1
QNS120,19,15,r15,FBS,r05,0,200,34,23,0.115,QNS120_FBS_0,2
QNS120,19,15,r15,E20,r05,0,200,35,25,0.125,QNS120_E20_0,3
QNS120,19,15,r15,E100,r05,0,200,36,20,0.1,QNS120_E100_0,4
QNS120,19,15,r15,B20,r05,0,200,37,12,0.06,QNS120_B20_0,5
QNS120,19,15,r15,B100,r05,0,200,38,4,0.02,QNS120_B100_0,6
QNS120,19,15,r15,S20,r05,0,200,39,19,0.095,QNS120_S20_0,7
QNS120,19,15,r15,S100,r05,0,200,40,10,0.05,QNS120_S100_0,8
QNS120,19,15,r15,S100,r06,0,200,41,6,0.03,QNS120_S100_0,8
QNS120,19,15,r15,S20,r06,0,200,42,20,0.1,QNS120_S20_0,7
QNS120,19,15,r15,B100,r06,0,200,43,5,0.025,QNS120_B100_0,6
QNS120,19,15,r15,B20,r06,0,200,44,12,0.06,QNS120_B20_0,5
QNS120,19,15,r15,E100,r06,0,200,45,15,0.075,QNS120_E100_0,4
QNS120,19,15,r15,E20,r06,0,200,46,22,0.11,QNS120_E20_0,3
QNS120,19,15,r15,FBS,r06,0,200,47,20,0.1,QNS120_FBS_0,2
QNS120,19,15,r15,CTRL,r06,0,200,48,13,0.065,QNS120_CTRL_0,1
GBM965,,3,r03,CTRL,r01,0,250,1,12,0.048,GBM965_CTRL_0,1
GBM965,,3,r03,FBS,r01,0,250,2,24,0.096,GBM965_FBS_0,2
GBM965,,3,r03,B100,r01,0,250,3,4,0.016,GBM965_B100_0,6
GBM965,,3,r03,E100,r01,0,250,4,14,0.056,GBM965_E100_0,4
GBM965,,3,r03,S100,r01,0,250,5,7,0.028,GBM965_S100_0,8
GBM626,,1,r01,CTRL,r01,0,250,6,18,0.072,GBM626_CTRL_0,1
GBM626,,1,r01,FBS,r01,0,250,7,9,0.036,GBM626_FBS_0,2
GBM626,,1,r01,B100,r01,0,250,8,4,0.016,GBM626_B100_0,6
GBM626,,1,r01,E100,r01,0,250,9,18,0.072,GBM626_E100_0,4
GBM626,,1,r01,S100,r01,0,250,10,17,0.068,GBM626_S100_0,8
GBM626,,1,r01,S100,r02,0,250,11,17,0.068,GBM626_S100_0,8
GBM626,,1,r01,E100,r02,0,250,12,14,0.056,GBM626_E100_0,4
GBM626,,1,r01,B100,r02,0,250,13,1,0.004,GBM626_B100_0,6
GBM626,,1,r01,FBS,r02,0,250,14,9,0.036,GBM626_FBS_0,2
GBM626,,1,r01,CTRL,r02,0,250,15,21,0.084,GBM626_CTRL_0,1
GBM965,,3,r03,S100,r02,0,250,16,7,0.028,GBM965_S100_0,8
GBM965,,3,r03,E100,r02,0,250,17,14,0.056,GBM965_E100_0,4
GBM965,,3,r03,B100,r02,0,250,18,10,0.04,GBM965_B100_0,6
GBM965,,3,r03,FBS,r02,0,250,19,11,0.044,GBM965_FBS_0,2
GBM965,,3,r03,CTRL,r02,0,250,20,23,0.092,GBM965_CTRL_0,1
GBM965,,3,r03,CTRL,r03,0,250,21,20,0.08,GBM965_CTRL_0,1
GBM965,,3,r03,FBS,r03,0,250,22,12,0.048,GBM965_FBS_0,2
GBM965,,3,r03,B100,r03,0,250,23,5,0.02,GBM965_B100_0,6
GBM965,,3,r03,E100,r03,0,250,24,19,0.076,GBM965_E100_0,4
GBM965,,3,r03,S100,r03,0,250,25,7,0.028,GBM965_S100_0,8
GBM626,,1,r01,CTRL,r03,0,250,26,15,0.06,GBM626_CTRL_0,1
GBM626,,1,r01,FBS,r03,0,250,27,15,0.06,GBM626_FBS_0,2
GBM626,,1,r01,B100,r03,0,250,28,5,0.02,GBM626_B100_0,6
GBM626,,1,r01,E100,r03,0,250,29,8,0.032,GBM626_E100_0,4
GBM626,,1,r01,S100,r03,0,250,30,20,0.08,GBM626_S100_0,8
GBM626,,1,r01,S100,r04,0,250,31,17,0.068,GBM626_S100_0,8
GBM626,,1,r01,E100,r04,0,250,32,12,0.048,GBM626_E100_0,4
GBM626,,1,r01,B100,r04,0,250,33,5,0.02,GBM626_B100_0,6
GBM626,,1,r01,FBS,r04,0,250,34,9,0.036,GBM626_FBS_0,2
GBM626,,1,r01,CTRL,r04,0,250,35,17,0.068,GBM626_CTRL_0,1
GBM965,,3,r03,S100,r04,0,250,36,11,0.044,GBM965_S100_0,8
GBM965,,3,r03,E100,r04,0,250,37,16,0.064,GBM965_E100_0,4
GBM965,,3,r03,B100,r04,0,250,38,4,0.016,GBM965_B100_0,6
GBM965,,3,r03,FBS,r04,0,250,39,17,0.068,GBM965_FBS_0,2
GBM965,,3,r03,CTRL,r04,0,250,40,16,0.064,GBM965_CTRL_0,1
GBM965,,3,r03,CTRL,r05,0,250,41,10,0.04,GBM965_CTRL_0,1
GBM965,,3,r03,FBS,r05,0,250,42,12,0.048,GBM965_FBS_0,2
GBM965,,3,r03,B100,r05,0,250,43,6,0.024,GBM965_B100_0,6
GBM965,,3,r03,E100,r05,0,250,44,12,0.048,GBM965_E100_0,4
GBM965,,3,r03,S100,r05,0,250,45,8,0.032,GBM965_S100_0,8
GBM626,,1,r01,CTRL,r05,0,250,46,20,0.08,GBM626_CTRL_0,1
GBM626,,1,r01,FBS,r05,0,250,47,9,0.036,GBM626_FBS_0,2
GBM626,,1,r01,B100,r05,0,250,48,3,0.012,GBM626_B100_0,6
GBM626,,1,r01,E100,r05,0,250,49,14,0.056,GBM626_E100_0,4
GBM626,,1,r01,S100,r05,0,250,50,14,0.056,GBM626_S100_0,8
GBM626,,1,r01,S100,r06,0,250,51,17,0.068,GBM626_S100_0,8
GBM626,,1,r01,E100,r06,0,250,52,17,0.068,GBM626_E100_0,4
GBM626,,1,r01,B100,r06,0,250,53,3,0.012,GBM626_B100_0,6
GBM626,,1,r01,FBS,r06,0,250,54,7,0.028,GBM626_FBS_0,2
GBM626,,1,r01,CTRL,r06,0,250,55,14,0.056,GBM626_CTRL_0,1
GBM965,,3,r03,S100,r06,0,250,56,5,0.02,GBM965_S100_0,8
GBM965,,3,r03,E100,r06,0,250,57,16,0.064,GBM965_E100_0,4
GBM965,,3,r03,B100,r06,0,250,58,5,0.02,GBM965_B100_0,6
GBM965,,3,r03,FBS,r06,0,250,59,12,0.048,GBM965_FBS_0,2
GBM965,,3,r03,CTRL,r06,0,250,60,13,0.052,GBM965_CTRL_0,1
GBM965,,3,r03,CTRL,r01,2,500,1,20,0.04,GBM965_CTRL_2,1
GBM965,,3,r03,FBS,r01,2,500,2,28,0.056,GBM965_FBS_2,2
GBM965,,3,r03,B100,r01,2,500,3,7,0.014,GBM965_B100_2,6
GBM965,,3,r03,E100,r01,2,500,4,14,0.028,GBM965_E100_2,4
GBM965,,3,r03,S100,r01,2,500,5,4,0.008,GBM965_S100_2,8
GBM626,,1,r01,CTRL,r01,2,500,6,11,0.022,GBM626_CTRL_2,1
GBM626,,1,r01,FBS,r01,2,500,7,10,0.02,GBM626_FBS_2,2
GBM626,,1,r01,B100,r01,2,500,8,1,0.002,GBM626_B100_2,6
GBM626,,1,r01,E100,r01,2,500,9,8,0.016,GBM626_E100_2,4
GBM626,,1,r01,S100,r01,2,500,10,5,0.01,GBM626_S100_2,8
GBM626,,1,r01,S100,r02,2,500,11,4,0.008,GBM626_S100_2,8
GBM626,,1,r01,E100,r02,2,500,12,8,0.016,GBM626_E100_2,4
GBM626,,1,r01,B100,r02,2,500,13,0,0,GBM626_B100_2,6
GBM626,,1,r01,FBS,r02,2,500,14,7,0.014,GBM626_FBS_2,2
GBM626,,1,r01,CTRL,r02,2,500,15,8,0.016,GBM626_CTRL_2,1
GBM965,,3,r03,S100,r02,2,500,16,5,0.01,GBM965_S100_2,8
GBM965,,3,r03,E100,r02,2,500,17,17,0.034,GBM965_E100_2,4
GBM965,,3,r03,B100,r02,2,500,18,11,0.022,GBM965_B100_2,6
GBM965,,3,r03,FBS,r02,2,500,19,18,0.036,GBM965_FBS_2,2
GBM965,,3,r03,CTRL,r02,2,500,20,21,0.042,GBM965_CTRL_2,1
GBM965,,3,r03,CTRL,r03,2,500,21,22,0.044,GBM965_CTRL_2,1
GBM965,,3,r03,FBS,r03,2,500,22,20,0.04,GBM965_FBS_2,2
GBM965,,3,r03,B100,r03,2,500,23,8,0.016,GBM965_B100_2,6
GBM965,,3,r03,E100,r03,2,500,24,16,0.032,GBM965_E100_2,4
GBM965,,3,r03,S100,r03,2,500,25,6,0.012,GBM965_S100_2,8
GBM626,,1,r01,CTRL,r03,2,500,26,4,0.008,GBM626_CTRL_2,1
GBM626,,1,r01,FBS,r03,2,500,27,6,0.012,GBM626_FBS_2,2
GBM626,,1,r01,B100,r03,2,500,28,0,0,GBM626_B100_2,6
GBM626,,1,r01,E100,r03,2,500,29,4,0.008,GBM626_E100_2,4
GBM626,,1,r01,S100,r03,2,500,30,2,0.004,GBM626_S100_2,8
GBM626,,1,r01,S100,r04,2,500,31,0,0,GBM626_S100_2,8
GBM626,,1,r01,E100,r04,2,500,32,9,0.018,GBM626_E100_2,4
GBM626,,1,r01,B100,r04,2,500,33,0,0,GBM626_B100_2,6
GBM626,,1,r01,FBS,r04,2,500,34,7,0.014,GBM626_FBS_2,2
GBM626,,1,r01,CTRL,r04,2,500,35,13,0.026,GBM626_CTRL_2,1
GBM965,,3,r03,S100,r04,2,500,36,4,0.008,GBM965_S100_2,8
GBM965,,3,r03,E100,r04,2,500,37,15,0.03,GBM965_E100_2,4
GBM965,,3,r03,B100,r04,2,500,38,7,0.014,GBM965_B100_2,6
GBM965,,3,r03,FBS,r04,2,500,39,24,0.048,GBM965_FBS_2,2
GBM965,,3,r03,CTRL,r04,2,500,40,17,0.034,GBM965_CTRL_2,1
GBM965,,3,r03,CTRL,r05,2,500,41,16,0.032,GBM965_CTRL_2,1
GBM965,,3,r03,FBS,r05,2,500,42,21,0.042,GBM965_FBS_2,2
GBM965,,3,r03,B100,r05,2,500,43,7,0.014,GBM965_B100_2,6
GBM965,,3,r03,E100,r05,2,500,44,16,0.032,GBM965_E100_2,4
GBM965,,3,r03,S100,r05,2,500,45,4,0.008,GBM965_S100_2,8
GBM626,,1,r01,CTRL,r05,2,500,46,11,0.022,GBM626_CTRL_2,1
GBM626,,1,r01,FBS,r05,2,500,47,4,0.008,GBM626_FBS_2,2
GBM626,,1,r01,B100,r05,2,500,48,0,0,GBM626_B100_2,6
GBM626,,1,r01,E100,r05,2,500,49,5,0.01,GBM626_E100_2,4
GBM626,,1,r01,S100,r05,2,500,50,3,0.006,GBM626_S100_2,8
GBM626,,1,r01,S100,r06,2,500,51,2,0.004,GBM626_S100_2,8
GBM626,,1,r01,E100,r06,2,500,52,9,0.018,GBM626_E100_2,4
GBM626,,1,r01,B100,r06,2,500,53,0,0,GBM626_B100_2,6
GBM626,,1,r01,FBS,r06,2,500,54,8,0.016,GBM626_FBS_2,2
GBM626,,1,r01,CTRL,r06,2,500,55,8,0.016,GBM626_CTRL_2,1
GBM965,,3,r03,S100,r06,2,500,56,2,0.004,GBM965_S100_2,8
GBM965,,3,r03,E100,r06,2,500,57,18,0.036,GBM965_E100_2,4
GBM965,,3,r03,B100,r06,2,500,58,10,0.02,GBM965_B100_2,6
GBM965,,3,r03,FBS,r06,2,500,59,20,0.04,GBM965_FBS_2,2
GBM965,,3,r03,CTRL,r06,2,500,60,24,0.048,GBM965_CTRL_2,1
GBM965,,3,r03,CTRL,r01,4,1000,1,22,0.022,GBM965_CTRL_4,1
GBM965,,3,r03,FBS,r01,4,1000,2,23,0.023,GBM965_FBS_4,2
GBM965,,3,r03,B100,r01,4,1000,3,7,0.007,GBM965_B100_4,6
GBM965,,3,r03,E100,r01,4,1000,4,13,0.013,GBM965_E100_4,4
GBM965,,3,r03,S100,r01,4,1000,5,1,0.001,GBM965_S100_4,8
GBM626,,1,r01,CTRL,r01,4,1000,6,7,0.007,GBM626_CTRL_4,1
GBM626,,1,r01,FBS,r01,4,1000,7,3,0.003,GBM626_FBS_4,2
GBM626,,1,r01,B100,r01,4,1000,8,0,0,GBM626_B100_4,6
GBM626,,1,r01,E100,r01,4,1000,9,6,0.006,GBM626_E100_4,4
GBM626,,1,r01,S100,r01,4,1000,10,2,0.002,GBM626_S100_4,8
GBM626,,1,r01,S100,r02,4,1000,11,0,0,GBM626_S100_4,8
GBM626,,1,r01,E100,r02,4,1000,12,1,0.001,GBM626_E100_4,4
GBM626,,1,r01,B100,r02,4,1000,13,0,0,GBM626_B100_4,6
GBM626,,1,r01,FBS,r02,4,1000,14,4,0.004,GBM626_FBS_4,2
GBM626,,1,r01,CTRL,r02,4,1000,15,5,0.005,GBM626_CTRL_4,1
GBM965,,3,r03,S100,r02,4,1000,16,4,0.004,GBM965_S100_4,8
GBM965,,3,r03,E100,r02,4,1000,17,16,0.016,GBM965_E100_4,4
GBM965,,3,r03,B100,r02,4,1000,18,7,0.007,GBM965_B100_4,6
GBM965,,3,r03,FBS,r02,4,1000,19,17,0.017,GBM965_FBS_4,2
GBM965,,3,r03,CTRL,r02,4,1000,20,18,0.018,GBM965_CTRL_4,1
GBM965,,3,r03,CTRL,r03,4,1000,21,21,0.021,GBM965_CTRL_4,1
GBM965,,3,r03,FBS,r03,4,1000,22,19,0.019,GBM965_FBS_4,2
GBM965,,3,r03,B100,r03,4,1000,23,8,0.008,GBM965_B100_4,6
GBM965,,3,r03,E100,r03,4,1000,24,19,0.019,GBM965_E100_4,4
GBM965,,3,r03,S100,r03,4,1000,25,2,0.002,GBM965_S100_4,8
GBM626,,1,r01,CTRL,r03,4,1000,26,5,0.005,GBM626_CTRL_4,1
GBM626,,1,r01,FBS,r03,4,1000,27,4,0.004,GBM626_FBS_4,2
GBM626,,1,r01,B100,r03,4,1000,28,0,0,GBM626_B100_4,6
GBM626,,1,r01,E100,r03,4,1000,29,8,0.008,GBM626_E100_4,4
GBM626,,1,r01,S100,r03,4,1000,30,1,0.001,GBM626_S100_4,8
GBM626,,1,r01,S100,r04,4,1000,31,3,0.003,GBM626_S100_4,8
GBM626,,1,r01,E100,r04,4,1000,32,2,0.002,GBM626_E100_4,4
GBM626,,1,r01,B100,r04,4,1000,33,0,0,GBM626_B100_4,6
GBM626,,1,r01,FBS,r04,4,1000,34,9,0.009,GBM626_FBS_4,2
GBM626,,1,r01,CTRL,r04,4,1000,35,6,0.006,GBM626_CTRL_4,1
GBM965,,3,r03,S100,r04,4,1000,36,4,0.004,GBM965_S100_4,8
GBM965,,3,r03,E100,r04,4,1000,37,20,0.02,GBM965_E100_4,4
GBM965,,3,r03,B100,r04,4,1000,38,4,0.004,GBM965_B100_4,6
GBM965,,3,r03,FBS,r04,4,1000,39,23,0.023,GBM965_FBS_4,2
GBM965,,3,r03,CTRL,r04,4,1000,40,29,0.029,GBM965_CTRL_4,1
GBM965,,3,r03,CTRL,r05,4,1000,41,14,0.014,GBM965_CTRL_4,1
GBM965,,3,r03,FBS,r05,4,1000,42,20,0.02,GBM965_FBS_4,2
GBM965,,3,r03,B100,r05,4,1000,43,11,0.011,GBM965_B100_4,6
GBM965,,3,r03,E100,r05,4,1000,44,16,0.016,GBM965_E100_4,4
GBM965,,3,r03,S100,r05,4,1000,45,5,0.005,GBM965_S100_4,8
GBM626,,1,r01,CTRL,r05,4,1000,46,9,0.009,GBM626_CTRL_4,1
GBM626,,1,r01,FBS,r05,4,1000,47,6,0.006,GBM626_FBS_4,2
GBM626,,1,r01,B100,r05,4,1000,48,0,0,GBM626_B100_4,6
GBM626,,1,r01,E100,r05,4,1000,49,8,0.008,GBM626_E100_4,4
GBM626,,1,r01,S100,r05,4,1000,50,3,0.003,GBM626_S100_4,8
GBM626,,1,r01,S100,r06,4,1000,51,4,0.004,GBM626_S100_4,8
GBM626,,1,r01,E100,r06,4,1000,52,6,0.006,GBM626_E100_4,4
GBM626,,1,r01,B100,r06,4,1000,53,1,0.001,GBM626_B100_4,6
GBM626,,1,r01,FBS,r06,4,1000,54,5,0.005,GBM626_FBS_4,2
GBM626,,1,r01,CTRL,r06,4,1000,55,9,0.009,GBM626_CTRL_4,1
GBM965,,3,r03,S100,r06,4,1000,56,2,0.002,GBM965_S100_4,8
GBM965,,3,r03,E100,r06,4,1000,57,17,0.017,GBM965_E100_4,4
GBM965,,3,r03,B100,r06,4,1000,58,5,0.005,GBM965_B100_4,6
GBM965,,3,r03,FBS,r06,4,1000,59,15,0.015,GBM965_FBS_4,2
GBM965,,3,r03,CTRL,r06,4,1000,60,15,0.015,GBM965_CTRL_4,1
GBM965,,3,r03,CTRL,r01,6,2000,1,9,0.0045,GBM965_CTRL_6,1
GBM965,,3,r03,FBS,r01,6,2000,2,11,0.0055,GBM965_FBS_6,2
GBM965,,3,r03,B100,r01,6,2000,3,6,0.003,GBM965_B100_6,6
GBM965,,3,r03,E100,r01,6,2000,4,17,0.0085,GBM965_E100_6,4
GBM965,,3,r03,S100,r01,6,2000,5,4,0.002,GBM965_S100_6,8
GBM626,,1,r01,CTRL,r01,6,2000,6,7,0.0035,GBM626_CTRL_6,1
GBM626,,1,r01,FBS,r01,6,2000,7,3,0.0015,GBM626_FBS_6,2
GBM626,,1,r01,B100,r01,6,2000,8,0,0,GBM626_B100_6,6
GBM626,,1,r01,E100,r01,6,2000,9,5,0.0025,GBM626_E100_6,4
GBM626,,1,r01,S100,r01,6,2000,10,8,0.004,GBM626_S100_6,8
GBM626,,1,r01,S100,r02,6,2000,11,10,0.005,GBM626_S100_6,8
GBM626,,1,r01,E100,r02,6,2000,12,5,0.0025,GBM626_E100_6,4
GBM626,,1,r01,B100,r02,6,2000,13,0,0,GBM626_B100_6,6
GBM626,,1,r01,FBS,r02,6,2000,14,4,0.002,GBM626_FBS_6,2
GBM626,,1,r01,CTRL,r02,6,2000,15,8,0.004,GBM626_CTRL_6,1
GBM965,,3,r03,S100,r02,6,2000,16,4,0.002,GBM965_S100_6,8
GBM965,,3,r03,E100,r02,6,2000,17,6,0.003,GBM965_E100_6,4
GBM965,,3,r03,B100,r02,6,2000,18,6,0.003,GBM965_B100_6,6
GBM965,,3,r03,FBS,r02,6,2000,19,20,0.01,GBM965_FBS_6,2
GBM965,,3,r03,CTRL,r02,6,2000,20,22,0.011,GBM965_CTRL_6,1
GBM965,,3,r03,CTRL,r03,6,2000,21,22,0.011,GBM965_CTRL_6,1
GBM965,,3,r03,FBS,r03,6,2000,22,16,0.008,GBM965_FBS_6,2
GBM965,,3,r03,B100,r03,6,2000,23,8,0.004,GBM965_B100_6,6
GBM965,,3,r03,E100,r03,6,2000,24,18,0.009,GBM965_E100_6,4
GBM965,,3,r03,S100,r03,6,2000,25,5,0.0025,GBM965_S100_6,8
GBM626,,1,r01,CTRL,r03,6,2000,26,10,0.005,GBM626_CTRL_6,1
GBM626,,1,r01,FBS,r03,6,2000,27,4,0.002,GBM626_FBS_6,2
GBM626,,1,r01,B100,r03,6,2000,28,0,0,GBM626_B100_6,6
GBM626,,1,r01,E100,r03,6,2000,29,5,0.0025,GBM626_E100_6,4
GBM626,,1,r01,S100,r03,6,2000,30,8,0.004,GBM626_S100_6,8
GBM626,,1,r01,S100,r04,6,2000,31,11,0.0055,GBM626_S100_6,8
GBM626,,1,r01,E100,r04,6,2000,32,2,0.001,GBM626_E100_6,4
GBM626,,1,r01,B100,r04,6,2000,33,0,0,GBM626_B100_6,6
GBM626,,1,r01,FBS,r04,6,2000,34,3,0.0015,GBM626_FBS_6,2
GBM626,,1,r01,CTRL,r04,6,2000,35,4,0.002,GBM626_CTRL_6,1
GBM965,,3,r03,S100,r04,6,2000,36,2,0.001,GBM965_S100_6,8
GBM965,,3,r03,E100,r04,6,2000,37,15,0.0075,GBM965_E100_6,4
GBM965,,3,r03,B100,r04,6,2000,38,9,0.0045,GBM965_B100_6,6
GBM965,,3,r03,FBS,r04,6,2000,39,21,0.0105,GBM965_FBS_6,2
GBM965,,3,r03,CTRL,r04,6,2000,40,19,0.0095,GBM965_CTRL_6,1
GBM965,,3,r03,CTRL,r05,6,2000,41,18,0.009,GBM965_CTRL_6,1
GBM965,,3,r03,FBS,r05,6,2000,42,20,0.01,GBM965_FBS_6,2
GBM965,,3,r03,B100,r05,6,2000,43,4,0.002,GBM965_B100_6,6
GBM965,,3,r03,E100,r05,6,2000,44,12,0.006,GBM965_E100_6,4
GBM965,,3,r03,S100,r05,6,2000,45,1,0.0005,GBM965_S100_6,8
GBM626,,1,r01,CTRL,r05,6,2000,46,2,0.001,GBM626_CTRL_6,1
GBM626,,1,r01,FBS,r05,6,2000,47,3,0.0015,GBM626_FBS_6,2
GBM626,,1,r01,B100,r05,6,2000,48,0,0,GBM626_B100_6,6
GBM626,,1,r01,E100,r05,6,2000,49,3,0.0015,GBM626_E100_6,4
GBM626,,1,r01,S100,r05,6,2000,50,6,0.003,GBM626_S100_6,8
GBM626,,1,r01,S100,r06,6,2000,51,5,0.0025,GBM626_S100_6,8
GBM626,,1,r01,E100,r06,6,2000,52,3,0.0015,GBM626_E100_6,4
GBM626,,1,r01,B100,r06,6,2000,53,0,0,GBM626_B100_6,6
GBM626,,1,r01,FBS,r06,6,2000,54,8,0.004,GBM626_FBS_6,2
GBM626,,1,r01,CTRL,r06,6,2000,55,7,0.0035,GBM626_CTRL_6,1
GBM965,,3,r03,S100,r06,6,2000,56,1,0.0005,GBM965_S100_6,8
GBM965,,3,r03,E100,r06,6,2000,57,7,0.0035,GBM965_E100_6,4
GBM965,,3,r03,B100,r06,6,2000,58,7,0.0035,GBM965_B100_6,6
GBM965,,3,r03,FBS,r06,6,2000,59,10,0.005,GBM965_FBS_6,2
GBM965,,3,r03,CTRL,r06,6,2000,60,16,0.008,GBM965_CTRL_6,1
QNS120,11,2,r02,CTRL,r01,6,2000,1,1,0.0005,QNS120_CTRL_6,1
QNS120,11,2,r02,FBS,r01,6,2000,2,5,0.0025,QNS120_FBS_6,2
QNS120,11,2,r02,B100,r01,6,2000,3,3,0.0015,QNS120_B100_6,6
QNS120,11,2,r02,E100,r01,6,2000,4,4,0.002,QNS120_E100_6,4
QNS120,11,2,r02,S100,r01,6,2000,5,3,0.0015,QNS120_S100_6,8
GBM965,21,5,r05,CTRL,r01,6,2000,6,17,0.0085,GBM965_CTRL_6,1
GBM965,21,5,r05,FBS,r01,6,2000,7,10,0.005,GBM965_FBS_6,2
GBM965,21,5,r05,B100,r01,6,2000,8,3,0.0015,GBM965_B100_6,6
GBM965,21,5,r05,E100,r01,6,2000,9,19,0.0095,GBM965_E100_6,4
GBM965,21,5,r05,S100,r01,6,2000,10,8,0.004,GBM965_S100_6,8
GBM965,21,5,r05,S100,r02,6,2000,11,14,0.007,GBM965_S100_6,8
GBM965,21,5,r05,E100,r02,6,2000,12,14,0.007,GBM965_E100_6,4
GBM965,21,5,r05,B100,r02,6,2000,13,11,0.0055,GBM965_B100_6,6
GBM965,21,5,r05,FBS,r02,6,2000,14,14,0.007,GBM965_FBS_6,2
GBM965,21,5,r05,CTRL,r02,6,2000,15,14,0.007,GBM965_CTRL_6,1
QNS120,11,2,r02,S100,r02,6,2000,16,2,0.001,QNS120_S100_6,8
QNS120,11,2,r02,E100,r02,6,2000,17,3,0.0015,QNS120_E100_6,4
QNS120,11,2,r02,B100,r02,6,2000,18,4,0.002,QNS120_B100_6,6
QNS120,11,2,r02,FBS,r02,6,2000,19,2,0.001,QNS120_FBS_6,2
QNS120,11,2,r02,CTRL,r02,6,2000,20,3,0.0015,QNS120_CTRL_6,1
QNS120,11,2,r02,CTRL,r03,6,2000,21,5,0.0025,QNS120_CTRL_6,1
QNS120,11,2,r02,FBS,r03,6,2000,22,3,0.0015,QNS120_FBS_6,2
QNS120,11,2,r02,B100,r03,6,2000,23,2,0.001,QNS120_B100_6,6
QNS120,11,2,r02,E100,r03,6,2000,24,2,0.001,QNS120_E100_6,4
QNS120,11,2,r02,S100,r03,6,2000,25,2,0.001,QNS120_S100_6,8
GBM965,21,5,r05,CTRL,r03,6,2000,26,12,0.006,GBM965_CTRL_6,1
GBM965,21,5,r05,FBS,r03,6,2000,27,11,0.0055,GBM965_FBS_6,2
GBM965,21,5,r05,B100,r03,6,2000,28,7,0.0035,GBM965_B100_6,6
GBM965,21,5,r05,E100,r03,6,2000,29,21,0.0105,GBM965_E100_6,4
GBM965,21,5,r05,S100,r03,6,2000,30,16,0.008,GBM965_S100_6,8
GBM965,21,5,r05,S100,r04,6,2000,31,8,0.004,GBM965_S100_6,8
GBM965,21,5,r05,E100,r04,6,2000,32,16,0.008,GBM965_E100_6,4
GBM965,21,5,r05,B100,r04,6,2000,33,8,0.004,GBM965_B100_6,6
GBM965,21,5,r05,FBS,r04,6,2000,34,9,0.0045,GBM965_FBS_6,2
GBM965,21,5,r05,CTRL,r04,6,2000,35,8,0.004,GBM965_CTRL_6,1
